name,classification,thc_percent,cbd_percent,cbg_percent,average_rating,rating_count,effects,medical,flavors,terpenes,lineage,awards,grow_info_yield,grow_info_height,grow_info_difficulty,grow_info_flowering_time_weeks,description,url
Alien OG,Hybrid,19,,,4.4,1221,"Relaxed;Tingly;Euphoric","Stress;Anxiety;Pain","Pine;Earthy;Lemon","Myrcene;Caryophyllene;Limonene","Tahoe OG;Alien Kush",,medium,medium,moderate,7,"Alien OG, also known as ""Alien OG Kush,"" is a hybrid cross of Tahoe OG and Alien Kush. First available as a clone in California’s Bay Area and now in seed form from Cali Connection, Alien OG has the typical lemon and pine OG smell and flavor, and its intense high combines heavy body effects and a psychedelic cerebral buzz. Beginners and novices, be sure to take it slow with this heavy-hitter.",https://www.leafly.com/strains/alien-og
Alien Rift,Indica,19,,,4.5,60,"Hungry;Giggly;Relaxed","Stress;Anxiety;Pain","Chemical;Earthy;Lemon","Myrcene;Pinene;Caryophyllene","Alien Abduction;Alien Dawg;Alien OG",,medium,medium,moderate,,"Bred by Ocean Grown Seeds, Alien Rift crosses Alien Abduction, Alien Dawg (""Ether"" cut), and Alien OG, and it was specifically backcrossed for better hash production. Alien Rift is certain to please the senses, with a tart scent of lemon and spice, and buds dense with trichomes. With that much extraterrestrial activity, this strain is out of this world! Use Alien Rift’s laid-back effects to curb stress and manage physical pain.",https://www.leafly.com/strains/alien-rift
Alien Rock Candy,Hybrid,24,,,4.6,303,"Relaxed;Euphoric;Sleepy","Stress;Pain;Anxiety","Citrus;Apricot;Sweet","Myrcene;Limonene;Caryophyllene","Sour Dubble;Tahoe Alien",,medium,medium,easy,8,"Alien Rock Candy by Alien Genetics is an indica-dominant hybrid with an aroma as sweet as the name suggests. This Sour Dubble and Tahoe Alien cross captures a fruity, citrus aroma that carries through until the exhale. Full relaxation of the mind and body make this strain ideal for the end of an active or stressful day, with a heaviness that segueways nicely into sleep. The effects may take a few minutes to peak, but Alien Rock Candy packs a powerful euphoric punch once it sets in. A good choice for both novice and expert growers alike, Alien Rock Candy finishes around 8 weeks into its flowering cycle.",https://www.leafly.com/strains/alien-rock-candy
Aliens On Moonshine,Indica,4,10,,4.6,47,"Focused;Happy;Uplifted","Pain;Anxiety;Stress","Pine;Tea;Diesel","Myrcene;Pinene;Caryophyllene","Sour Alien;White Moonshine",,medium,medium,moderate,,"Aliens On Moonshine by Sin City Seeds is a potent CBD-rich phenotype of The Cali Connection’s Sour Alien crossed with White Moonshine. This indica-dominant strain emits a funky aroma that is a clashing of sour, sweet, and chemicals. The high CBD/THC ratio gives Aliens On Moonshine potent medicinal properties while remaining mostly functional. Its effects land firmly in the body and can assist with inflammation, irritability, and minor physical discomfort. The uplifting, clearheaded buzz and soothing physical effects make Aliens On Moonshine an excellent add-in or standalone strain for CBD lovers everywhere.",https://www.leafly.com/strains/aliens-on-moonshine
Allkush,Indica,,,,4.9,8,"Energetic;Uplifted;Talkative","Stress;Depression;Pain","Honey;Spicy/Herbal;Pungent",,,2nd prize winner at the 2005 Highlife Cannabis Cup,medium,medium,moderate,,"Allkush, 2nd prize winner at the 2005 Highlife Cannabis Cup, is a hashy Kush blend bred by Paradise Seeds of Amsterdam. This resinous flower hails from the “Hippie Trail” that winds through Pakistan and Afghanistan, creating a 75/25 indica-dominant strain that soothes without binding the consumer to the couch. With traditional uplifting cerebral elements and a pleasant sedation on the body, Allkush shines on patients seeking relief from sleep disorders, anxiety, and depression.",https://www.leafly.com/strains/allkush
AMG,Hybrid,26,,,4.9,8,"Euphoric;Happy;Energetic","Anxiety;Depression;Fatigue","Spicy/herbal;Orange;Tropical",Linalool,"Amnesia Haze;Biker OG",,medium,medium,moderate,,"AMG is a 70% sativa and 30% indica weed strain made from a genetic cross between Amnesia Haze and Biker OG. This strain is a citrusy and stimulating hybrid that offers a cerebral and energetic high. AMG has a lemony and herbal aroma with hints of diesel and spice. The buds are fluffy and frosty, with neon green and orange hues. AMG is 26% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us AMG effects include euphoric, happy, and energetic. Medical marijuana patients often choose AMG when dealing with symptoms associated with stress, depression, and hypertension. Bred by Pearl Pharma, AMG features flavors like spicy/herbal, orange, and tropical. The dominant terpene of this strain is linalool. The average price of AMG typically ranges from $15-$20 per gram. If you’re looking for a citrusy and stimulating hybrid that can help you feel euphoric and happy, AMG might be the strain for you.",https://www.leafly.com/strains/amg
Amnesia,Sativa,19,2,,4.2,827,"Giggly;Talkative;Happy","Stress;Depression;Anxiety","Ammonia;Tobacco;Earthy","Terpinolene;Caryophyllene;Ocimene","Cinderella 99;Jack Herer",,medium,medium,moderate,9,"Amnesia is a sativa marijuana strain made by crossing Cinderella 99, and Jack Herer. This strain produces effects that are uplifting, creative, euphoric and ideal for treating mood disorders. Amnesia normally has a high THC and low CBD profile and produces intense effects that new consumers should be wary of.",https://www.leafly.com/strains/amnesia
Amnesia Haze,Sativa,19,,,4.3,1751,"Giggly;Euphoric;Happy","Stress;Depression;Anxiety","Citrus;Lemon;Lime","Myrcene;Caryophyllene;Limonene","Haze;Afghani","1st place 2004;1st place Sativa Cup 2012",medium,tall,easy,7,"With earthy flavors of lemons and citrus, Amnesia Haze is the perfect sativa strain to start your day with a smile. The uplifting, energetic buzz is one you won’t soon forget. Its genetics have been traced back to the South Asian and Jamaican landrace strains, and this Cannabis Cup winner (1st place 2004, 1st place Sativa Cup 2012) has since been popularized in the coffee shops of Amsterdam.",https://www.leafly.com/strains/amnesia-haze
Angel OG,Indica,,,,4.7,24,"Happy;Creative;Sleepy","Anxiety;Insomnia;Pain","Pungent;Berry;Diesel",,"OG Kush;Blackberry",,medium,medium,moderate,,"Angel OG is a fruity Kush cross that drapes the body in mellow effects from head to toe. This strain's OG Kush x Blackberry lineage gives the buds an aroma of earth, pine, and sweetness while supplying the consumer with potent physical effects. The strong relaxing properties of Angel OG are ideal for patients suffering from chronic physical pain, insomnia, and stress.",https://www.leafly.com/strains/angel-og
Animal Cocktail,Hybrid,21,,,4,3,"Creative;Euphoric;Uplifted","Depression;Pain;Stress","Pungent;Skunk;Tropical","Limonene;Caryophyllene;Myrcene","Animal Face;Garlic Cocktail",,medium,medium,moderate,,"Animal Cocktail is a hybrid marijuana strain. We're still learning about the flavors and effects of Animal Cocktail - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",https://www.leafly.com/strains/animal-cocktail
Animal Cookies,Hybrid,19,,,4.5,1127,"Relaxed;Tingly;Sleepy","Stress;Pain;Anxiety","Earthy;Sweet;Pungent","Caryophyllene;Limonene;Myrcene","GSC;Fire OG",,medium,medium,moderate,9,"Animal Cookies, also known as ""Animal Crackers,"" is a hybrid marijuana strain made by crossing two legendary strains, GSC and Fire OG. True to its name, Animal Cookies has a sweet, sour aroma with heavy full-body effects that will impress any veteran consumer. This potent medicine might be overkill for mild symptoms, but its ability to obliterate severe pain and insomnia is unprecedented.",https://www.leafly.com/strains/animal-cookies
Animal Face,Hybrid,30,,,4.6,183,"Relaxed;Tingly;Euphoric","Anxiety;Stress;Depression","Menthol;Mint;Diesel","Myrcene;Limonene;Caryophyllene","Animal Mints;Face Off OG",1st place in the 2022 Emerald Cup Awards,medium,medium,moderate,,"Animal Face, also known as ""Animal Face #10,"" is a ripping, strong hybrid marijuana strain made by crossing Face Off OG and Animal Mints. It takes the piney, gassy terpene profile and potent high from Face Off OG and pairs it with the cookie-flavored smoothness of Animal Mints. Animal Face weed is known for giving a full mind and body-numbing high that lets you drift off into physical and mental bliss. Bred by the famed Seed Junky Genetics, Animal Face took first place in the 2022 Emerald Cup Awards.",https://www.leafly.com/strains/animal-face
Animal Mint Cake,Hybrid,31,,,4.7,20,"Tingly;Happy;Focused","Anxiety;Depression;Nausea","Blue cheese;Mint;Pepper","Caryophyllene;Limonene;Linalool","Animal Cookies;Wedding Cake",,medium,medium,moderate,,"Animal Mint Cake is a hybrid weed strain made from a genetic cross between Animal Cookies and Wedding Cake. Animal Mint Cake is 31% THC and 1% CBG, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Animal Mint Cake effects include tingly, euphoric, and talkative. Medical marijuana patients often choose Animal Mint Cake when dealing with symptoms associated with pain, anxiety, and stress. Bred by Seed Junky Genetics, Animal Mint Cake features flavors like mint, vanilla, and blue cheese. The dominant terpene of this strain is limonene.",https://www.leafly.com/strains/animal-mint-cake
Animal Sherbert,Hybrid,28,,,4.5,17,"Relaxed;Creative;Euphoric","Anxiety;Depression;Eye pressure","Nutty;Diesel;Pungent","Caryophyllene;Limonene;Myrcene","Animal Cookies;Sunset Sherbert",,medium,medium,moderate,,"Bred by Seed Junky, Animal Sherbert crosses Animal Cookies with Sunset Sherbert. This indica’s flavor carries a pungent funk, reminiscent of many Cookies and OG strains. The parent strains tend to run high in the terpenes caryophyllene, limonene, and myrcene. We expect Animal Sherbert to do so as well.",https://www.leafly.com/strains/animal-sherbert
Apollo 11,Hybrid,,,,4.3,90,"Euphoric;Uplifted;Energetic","Stress;Pain;Depression","Citrus;Pine;Tar",,"Jack Herer;Cinderella 99",,medium,short,moderate,8,"Apollo 11 is a potent hybrid cannabis strain with strong cerebral effects that might just have your head feeling like it’s making a moon landing. It’s another strain created by breeders Brothers Grimm and is the half-sister to another heady sativa, Apollo 13. Apollo 11 also has Genius (a Jack Herer phenotype) as a mother, but was crossed with Cinderella 99 to create this uplifting strain. This Apollo shares the family trait of an extremely fast flowering time, usually before 8 weeks. There is some variety among plants, but in general they will stay shorter and develop lots of branches and bud sites. The resinous flowers will have a strong, sharp citrus aroma and a slightly subtler lemon flavor. Effective for treating stress and moderate pain, for a few hours this strain will give you a first-class trip out of this world.",https://www.leafly.com/strains/apollo-11
Apple Fritter,Hybrid,24,,,4.5,700,"Relaxed;Giggly;Tingly","Anxiety;Stress;Depression","Sweet;Earthy;Cheese;Apple;Butter","Caryophyllene;Limonene;Pinene","Sour Apple;Animal Cookies",,medium,average,moderate,8,"Apple Fritter, a true hybrid weed strain, is known for its powerful and relaxing high. Put out by Lumpy’s Flowers, the Apple Fritter marijuana strain is a reported cross of Sour Apple and Animal Cookies. According to Leafly reviewers, Apple Fritter’s effects include feeling relaxed, giggly, and tingly. It's a great hybrid, combining the stone of GSC with the energy of a diesel. Apple Fritter cannabis has a flavor and aroma that come off as sweet and earthy, with a light, cheesy, apple pastry influence.",https://www.leafly.com/strains/apple-fritter
Apple Jack,Hybrid,21,,,4.2,148,"Focused;Energetic;Uplifted","Depression;Stress;Anxiety","Apple;Apricot;Skunk","Limonene;Caryophyllene;Linalool","Jack Herer;White Widow",,medium,medium,moderate,,Apple Jack is a hybrid marijuana strain made by crossing Jack Herer and White Widow. This potent strain provides uplifting and soothing effects. Apple Jack is ideal for medical marijuana patients and consumers managing chronic pain or nausea. This strain features a flavor profile that is skunky and earthy with undertones of sliced apple.,https://www.leafly.com/strains/apple-jack
Apple Sundae,Hybrid,22,,,4.5,40,"Uplifted;Energetic;Happy","Anxiety;Depression;Stress","Pear;Apple;Butter","Limonene;Myrcene;Caryophyllene","Apple Juice;Sundae Driver",,medium,medium,moderate,,"Apple Sundae is a hybrid weed strain made by crossing Apple Juice with Sundae Driver. The effects of Apple Sundae are believed to be euphoric and relaxing. Reviewers on Leafly say this strain makes them feel uplifted, giggly and energetic. Apple Sundae has 22% THC. The dominant terpene is pinene, with a profile that emits a sour, fruity aroma and a taste akin to buttery apples. Medical marijuana patients say they buy Apple Sundae during episodes of chronic fatigue, depression, and eye pressure. The original breeder of Apple Sundae is Cannarado Genetics.",https://www.leafly.com/strains/apple-sundae
Apples and Bananas,Hybrid,20,,,4.6,346,"Aroused;Happy;Relaxed","Anxiety;Depression;Stress","Apple;Pear;Tree fruit","Caryophyllene;Limonene;Linalool","Now N Later;Jet Fuel Gelato",,medium,medium,moderate,,"Apples and Bananas is a potent hybrid indica weed strain made from a genetic cross between Now N Later and Jet Fuel Gelato. Apples and Bananas is 20% THC or higher, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Apples and Bananas' effects include happiness, euphoria, and feeling uplifted. Medical marijuana patients often choose Apples and Bananas when dealing with symptoms associated with anxiety, depression, and stress.",https://www.leafly.com/strains/apples-and-bananas
Argyle,Indica,1,1,,4.1,33,"Relaxed;Happy;Focused","Pain;Inflammation;Stress","Spicy/Herbal;Earthy;Lemon",,"Afghani;Sensi Star",,high,medium,moderate,,"Argyle is a variety of Nordle grown by Canadian LP Tweed, Inc. The indica-dominant hybrid crosses Afghani and Sensi Star genetics. The resulting buds smell of garlic and herbs, like fresh cut chives but with a fruity aftertaste. With a 1:1 ratio of THC to CBD, Argyle creates a mellow, calming buzz that is a great answer to body pains and muscle spasms.",https://www.leafly.com/strains/argyle
Ash,Hybrid,14,,,4.6,16,"Uplifted;Energetic;Happy","Pain;Stress;Depression","Skunk;Pungent;Blueberry","Myrcene;Caryophyllene;Pinene","Afghan Haze;Afghan Skunk",,medium,medium,moderate,,"Ash is an indica-dominant hybrid cross between Afghan Haze and Afghan Skunk bred by Mr. Nice Seeds. These buds offer a fruity, berry aroma and effects that run the gamut between relaxing indicas and stimulating sativas. This strain's name, sometimes spelled A.S.H., is an acronym denoting its Afghani, Skunk, and Haze lineage.",https://www.leafly.com/strains/ash
Asian Fantasy,Sativa,,,,4.2,58,"Creative;Aroused;Energetic","Stress;Depression;Anxiety","Apple;Lime;Cheese",,,,null,null,null,,"After repeated rumors that this strain suffered extinction thanks to a secretive breeder, enough sightings occur regularly to ensure that while rare, the Asian Fantasy strain does still exist. Its genetics, however, remain a mystery. What’s clear is that this strain has a healthy dose of sativa in it that will get ideas and creativity flowing. It’s also a beauty, with large, curled buds that have a covering of brick red hairs. The flowers emit a sweet and sour fragrance while the taste has a healthy dose of spice.",https://www.leafly.com/strains/asian-fantasy
