awards,aliases,effects,flavors,medical,terpenes,grow_info,description,strain_name,rating_count,cbd_percentage,cbg_percentage,rating_average,thc_percentage,lineage_parents,strain_classification,url,name,lineage,cbd_percent,thc_percent,average_rating,classification
"[]",,"[""Euphoric"",""Uplifted"",""Happy""]","[""Grapefruit"",""Citrus"",""Light"",""Sweet""]","[""Stress"",""Anxiety"",""Pain""]","[""Terpinolene"",""Myrcene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Afghan Diesel is a hybrid strain with an aroma similar to a grapefruit and other citrus fruit. The taste has been described as light and sweet. This strain will have a more cerebral effect rather than body. The plant is characterized as having dark green leaves with purple colored buds.",,45,,,,,,,"https://www.leafly.com/strains/afghan-diesel","Afghan Diesel","[""Sour Diesel"",""Afghani""]",,10,3.5,"Hybrid"
"[]",,"[""Sleepy"",""Hungry"",""Relaxed""]","[""Woody"",""Earthy"",""Tar""]","[""Stress"",""Anxiety"",""Pain""]","[""Myrcene"",""Caryophyllene"",""Pinene""]","{""yield"":""high"",""height"":""tall"",""difficulty"":""easy"",""flowering_time_weeks"":""7 - 9""}","Afghan Kush's roots trace back to the Hindu Kush mountain range near the Afghanistan-Pakistan border. It has been perfected over centuries, making it the ultimate source for hash such as charas and the sticky black Afghani hash. White Label Seed Company, a Sensi Seeds partner from the Netherlands, made its seeds available for everyone to grow. The buds of Afghan Kush develop into massive, blunt-topped nuggets full of resin and coming in big yields. Revered for its heavy resin content and powerfully sedating effects, Afghan Kush is a top choice for anyone looking to relax after a long day.",,1264,,,,,,,"https://www.leafly.com/strains/afghan-kush","Afghan Kush","[""Afghani"",""Candy Apple"",""Black Afghan""]",,15,4,"Indica"
"[]",,"[""Sleepy"",""Relaxed"",""Hungry""]","[""Skunk"",""Woody"",""Menthol""]","[""Stress"",""Anxiety"",""Insomnia""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""difficulty"":""easy"",""flowering_time_weeks"":8,""yield"":""high"",""height"":""medium""}","This popular classic strain was originally developed in the United States to cross the pure indica genetics of an Afghani strain with the durable genes of Skunk plants. Afghan Skunk quickly spread to Amsterdam and beyond and is now considered one of the “classics.” Its resilient Skunk genes make this plant a popular recommendation for new growers, and its legendary high yields make it a favorite all around. Flowering happens around 8 weeks and the buds will have a menthol smell combined with the “sweet stink” skunks are known for. Tests have shown THC levels of about 17%, so the stink isn’t the only thing that’s potent about Afghan Skunk.",,69,,,,,,,"https://www.leafly.com/strains/afghan-skunk","Afghan Skunk","[""Skunk 1"",""Afghani""]",,17,4.3,"Indica"
"[]",,"[""Sleepy"",""Relaxed"",""Happy""]","[""Flowery"",""Spicy/Herbal"",""Grape""]","[""Stress"",""Pain"",""Inflammation""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Afghani CBD is a high-CBD variant of the landrace indica Afghani grown by Canadian LP Tilray. Named after its geographic origin, Afghani CBD has relaxing, therapeutic properties that have shown potential to help those suffering with insomnia, chronic pain, and stress disorders.",,51,,,,,,,"https://www.leafly.com/strains/afghani-cbd","Afghani CBD","[""Afghani""]",,,4.6,"Indica"
"[]",,"[""Sleepy"",""Relaxed"",""Hungry""]","[""Sweet"",""Earthy"",""Woody"",""Pine""]","[""Stress"",""Insomnia"",""Pain""]","[""Terpinolene"",""Myrcene"",""Pinene""]","{""yield"":""high"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Afghani, also known as ""Afghan"" and ""Afghanistan,"" is a potent indica marijuana strain. This strain delivers a deep state of relaxation and euphoria. The flavors Afghani produces are sweet and earthy. Medical marijuana patients most commonly turn to this strain to treat insomnia, pain, and stress disorders. Afghani is named after its geographic origin, where the earliest varieties of cannabis are believed to have grown. Breeders worldwide have come to treasure this strain for its heavy resin production which is passed on genetically.",,714,,,,,,,"https://www.leafly.com/strains/afghani","Afghani","[""Northern Lights"",""Amnesia Haze""]",0,18,4.3,"Indica"
"[]",,"[""Sleepy"",""Relaxed"",""Hungry""]","[""Woody"",""Pine"",""Earthy""]","[""Stress"",""Insomnia"",""Pain""]","[""Myrcene"",""Ocimene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":""7 - 9""}","Afgoo, also known as ""Afgooey"" and ""Afghan Goo,"" is a potent indica-dominant marijuana strain that is believed to descend from Afghani and Maui Haze. This strain may provide some uplifting creativity in smaller doses, but is generally reported to be relaxing and sleepy. Growers hoping to cultivate Afgoo may have a better chance of success indoors, but this indica can also thrive in Mediterranean climates outdoors.",,659,,,,,,,"https://www.leafly.com/strains/afgoo","Afgoo","[""Afghani"",""Maui Haze""]",,18,4,"Indica"
"[]",,"[""Energetic"",""Hungry"",""Creative""]","[""Tobacco"",""Pepper"",""Spicy/Herbal""]","[""Lack of appetite"",""Fatigue"",""Depression""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","African refers to the indigenous varieties of cannabis (or landraces) that grow natively in this region of the world. Because of this region's latitude and climate, these native landrace strains tend to be sativa in structure and effect.",,51,,,,,,,"https://www.leafly.com/strains/african","African","[""Durban Poison"",""Power Plant""]",,,3.8,"Sativa"
"[]",,"[""Energetic"",""Creative"",""Uplifted""]","[""Blueberry"",""Grape"",""Berry""]","[""Cramps"",""Depression"",""Eye pressure""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Bred by Justin at Trinity Sacred Rootz, Agape is a cross between Shasta Grape and Black Cherry. A sativa-dominant hybrid, Agape is the perfect strain for an adventure in the sun. Its buds carry purple hues throughout, and its grape and tropical fruit flavors draw you in further before finally imbuing the mind with inspiring euphoria.",,5,,,,,,,"https://www.leafly.com/strains/agape","Agape","[""Shasta Grape"",""Black Cherry""]",,,4.2,"Sativa"
"[]",,"[""Uplifted"",""Happy"",""Focused""]","[""Orange"",""Citrus"",""Sweet""]","[""Stress"",""Anxiety"",""Depression""]","[""Myrcene"",""Terpinolene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":""7 - 9""}","Agent Orange is a well-balanced hybrid marijuana strain with uplifting and motivating effects. Agent Orange has an aroma of fresh-cut citrus and is an excellent mood enhancer if you are feeling lethargic or depressed. This strain can be made by combining Orange Velvet with the bold Jack the Ripper. Bred by MzJill Genetics, Agent Orange buds have pigments of both deep maroon and purple.",,1202,,,,,,,"https://www.leafly.com/strains/agent-orange","Agent Orange","[""Jack the Ripper"",""Orange Velvet""]",,17,4.1,"Hybrid"
"[]",,"[""Hungry"",""Happy"",""Talkative""]","[""Skunk"",""Tobacco"",""Earthy""]","[""Stress"",""Anxiety"",""Pain""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":8}","AK-47, also known as ""AK,"" is a sativa-dominant hybrid marijuana strain that mixes Colombian, Mexican, Thai, and Afghani varieties. Don't let its intense name fool you: AK-47 will leave you relaxed and mellow. The result is a complex blend of flavors and effects. AK-47 may deliver a steady and long-lasting cerebral buzz that will keep you mentally alert and engaged in creative or social activities. While its scent is sour and earthy, its sweet, floral notes can only be fully realized in the taste.",,3021,,,,,,,"https://www.leafly.com/strains/ak-47","AK-47","[""Colombian"",""Mexican"",""Thai"",""Afghani""]",0,19,4.1,"Hybrid"
"[]",,"[""Energetic"",""Focused"",""Talkative""]","[""Woody"",""Mint"",""Earthy""]","[""Stress"",""Anxiety"",""Depression""]","[]","{""yield"":""null"",""height"":""null"",""difficulty"":""null"",""flowering_time_weeks"":null}","Alaska, developed by Tikun Olam, is an Israeli strain comprised of 70% sativa genetics. With uplifting effects intended for daytime consumption, Alaska has been found to successfully treat an array of medical symptoms including inflammation, pain, nausea, insomnia, and gastrointestinal disorders.",,98,,,,,,,"https://www.leafly.com/strains/alaska","Alaska","[""Tikun Olam""]",,,4.5,"Sativa"
"[]",,"[""Aroused"",""Sleepy"",""Focused""]","[""Berry"",""Chemical"",""Blueberry""]","[""Anxiety"",""Stress"",""Arthritis""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Alaskan Purple, also known as Purple Alaskan, is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel aroused, sleepy, and focused.",,17,,,,,,,"https://www.leafly.com/strains/alaskan-purple","Alaskan Purple","[]",,,4.3,"Hybrid"
"[]",,"[""Energetic"",""Uplifted"",""Euphoric""]","[""Menthol"",""Sage"",""Pine""]","[""Stress"",""Depression"",""Anxiety""]","[""Myrcene"",""Caryophyllene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Alaskan Thunder Fuck (also referred to as ATF, Matanuska Thunder Fuck or Matanuska Tundra) is a legendary sativa marijuana strain originating in the Matanuska Valley area of Alaska. According to the legend, it was originally a Northern California sativa crossed with a Russian ruderalis, but sometime in the late 70s it was crossed with Afghani genetics to make it heartier (and also making it a hybrid). Alaskan Thunder Fuck usually presents large, beautifully frosted buds with incredibly strong odors of pine, lemon, menthol, and skunk. Known for possessing a relaxing yet intensely euphoric high, it is also described as having a “creeper” effect as well as pronounced appetite enhancement.",,2196,,,,,,,"https://www.leafly.com/strains/alaskan-thunder-fuck","Alaskan Thunder Fuck","[""Northern California Sativa"",""Russian Ruderalis"",""Afghani""]",0,16,4.4,"Hybrid"
"[]",,"[""Focused"",""Creative"",""Euphoric""]","[""Flowery"",""Earthy"",""Grapefruit""]","[""Stress"",""Depression"",""Anxiety""]","[""Myrcene"",""Caryophyllene"",""Terpinolene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Alice in Wonderland is a mostly sativa strain with euphoric cerebral effects. It provides an elevated sensory experience, making it a favorite strain for creative pastimes, outdoor activities, a laid-back weekend, or daytime stress relief. Said to be a descendant of Willy’s Wonder, Alice in Wonderland has many therapeutic qualities, especially for those suffering from anxiety or depression.",,112,,,,,,,"https://www.leafly.com/strains/alice-in-wonderland","Alice in Wonderland","[""Willy's Wonder""]",,16,4.5,"Sativa"
"[]",,"[""Giggly"",""Uplifted"",""Euphoric""]","[""Citrus"",""Pungent"",""Blueberry""]","[""Stress"",""Depression"",""Anxiety""]","[""Myrcene"",""Caryophyllene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Alien Asshat is a hybrid cannabis strain grown by Sky High Gardens in Washington. With a staggeringly high THC content, Alien Asshat launches you into the cosmos with a powerful euphoric blast. Its buds are a tangle of green calyxes and leaves wrapped in a constellation of shining crystal resin. If you’re new to cannabis, be sure to start small with this heavy-hitter.",,46,,,,,,,"https://www.leafly.com/strains/alien-asshat","Alien Asshat","[]",,22,4.8,"Hybrid"
"[]",,"[""Relaxed"",""Sleepy"",""Tingly""]","[""Tea"",""Earthy"",""Flowery""]","[""Stress"",""Anxiety"",""Pain""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Alien Bubba is the intergalactic cross of the renowned Bubba Kush and the heady space invader, Alien Kush. This two-fold Kush blend offers mellow sedation with a mental aura most would describe as introspective or meditative. Its bouquet is earthy and floral, and when combusted, Alien Bubba shows off a pungent tea and herbaceous grassiness that is smooth on the exhale. Enjoy this heady heavy-hitter close to the end of the day to maximize its sedative effects.",,104,,,,,,,"https://www.leafly.com/strains/alien-bubba","Alien Bubba","[""Bubba Kush"",""Alien Kush""]",,,4.7,"Indica"
"[]",,"[""Aroused"",""Relaxed"",""Hungry""]","[""Vanilla"",""Tea"",""Pepper""]","[""Anxiety"",""Stress"",""Depression""]","[""Limonene"",""Caryophyllene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Jaws Gear Genetics gave us Alien Cookies by crossing GSC with Aliendawg. It is said to have pungent earthy and vanilla flavors coming from dark colored buds that are drenched in trichomes. It is hard to find, so if you get your hands on Alien Cookies, make sure to savor every moment.",,101,,,,,,,"https://www.leafly.com/strains/alien-cookies","Alien Cookies","[""GSC"",""Aliendawg""]",,25,4.6,"Hybrid"
"[]",,"[""Energetic"",""Creative"",""Happy""]","[""Diesel"",""Pine"",""Earthy""]","[""Depression"",""Anxiety"",""Muscle spasms""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Alien Gorilla is a hybrid weed strain made from a genetic cross between Gorilla Runtz and Alien Technology. This strain is 30% sativa and 70% indica. Alien Gorilla is 28% THC, making this strain an ideal choice for experienced cannabis consumers. Bred by unknown breeders, the average price of Alien Gorilla typically ranges from $10-$15 per gram. We are still learning about Alien Gorilla’s effects, flavors, and medical uses.",,4,,,,,,,"https://www.leafly.com/strains/alien-gorilla","Alien Gorilla","[""Gorilla Runtz"",""Alien Technology""]",,28,4.8,"Hybrid"
"[]",,"[""Tingly"",""Relaxed"",""Euphoric""]","[""Tea"",""Flowery"",""Woody""]","[""Stress"",""Pain"",""Anxiety""]","[""Myrcene"",""Caryophyllene"",""Limonene""]","{""yield"":""average"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Alien Kush is a potent cross of LVPK and Alien Dawg that originally hails from California, not deep space. It may have you feeling a little spacey, though, as this strain touches down in the brain first, giving active, sometimes-psychedelic effects. The active buzz settles over time into a relaxing body buzz that will dissolve both stress and pain. Alien Kush plants have average yields, but they are hardy, easy-to-grow plants, indoors or out. The light green buds have a covering of red or orange hairs and should be airy. This strain has a piney smell, but the taste is a subtle spiciness that is reminiscent of tea.",,156,,,,,,,"https://www.leafly.com/strains/alien-kush","Alien Kush","[""LVPK"",""Alien Dawg""]",,21,4.2,"Indica"
"[]",,"[""Relaxed"",""Tingly"",""Euphoric""]","[""Pine"",""Earthy"",""Lemon""]","[""Stress"",""Anxiety"",""Pain""]","[""Myrcene"",""Caryophyllene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":""7 - 9""}","Alien OG, also known as ""Alien OG Kush,"" is a hybrid cross of Tahoe OG and Alien Kush. First available as a clone in California’s Bay Area and now in seed form from Cali Connection, Alien OG has the typical lemon and pine OG smell and flavor, and its intense high combines heavy body effects and a psychedelic cerebral buzz. Beginners and novices, be sure to take it slow with this heavy-hitter.",,1221,,,,,,,"https://www.leafly.com/strains/alien-og","Alien OG","[""Tahoe OG"",""Alien Kush""]",0,19,4.4,"Hybrid"
"[]",,"[""Hungry"",""Giggly"",""Relaxed""]","[""Chemical"",""Earthy"",""Lemon""]","[""Stress"",""Anxiety"",""Pain""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Bred by Ocean Grown Seeds, Alien Rift crosses Alien Abduction, Alien Dawg (""Ether"" cut), and Alien OG, and it was specifically backcrossed for better hash production. Alien Rift is certain to please the senses, with a tart scent of lemon and spice, and buds dense with trichomes. With that much extraterrestrial activity, this strain is out of this world! Use Alien Rift’s laid-back effects to curb stress and manage physical pain.",,60,,,,,,,"https://www.leafly.com/strains/alien-rift","Alien Rift","[""Alien Abduction"",""Alien Dawg"",""Alien OG""]",,19,4.5,"Indica"
